# Etrue_lo Etrue_hi Ereco_lo Ereco_hi P(Ereco|Etrue)
1.41253754e+04 1.99526231e+04 1.77827941e+06 2.51188643e+06 0.00000000e+00
1.41253754e+04 1.99526231e+04 2.51188643e+06 3.54813389e+06 0.00000000e+00
1.41253754e+04 1.99526231e+04 3.54813389e+06 5.01187234e+06 0.00000000e+00
1.41253754e+04 1.99526231e+04 5.01187234e+06 7.07945784e+06 0.00000000e+00
1.41253754e+04 1.99526231e+04 7.07945784e+06 1.00000000e+07 0.00000000e+00
1.99526231e+04 2.81838293e+04 1.00000000e+04 1.41253754e+04 0.00000000e+00
1.99526231e+04 2.81838293e+04 1.41253754e+04 1.99526231e+04 9.93491448e-02
1.99526231e+04 2.81838293e+04 1.99526231e+04 2.81838293e+04 7.50337480e-01
1.99526231e+04 2.81838293e+04 2.81838293e+04 3.98107171e+04 1.47871156e-01
1.99526231e+04 2.81838293e+04 3.98107171e+04 5.62341325e+04 2.44221919e-03
1.99526231e+04 2.81838293e+04 5.62341325e+04 7.94328235e+04 0.00000000e+00
1.99526231e+04 2.81838293e+04 7.94328235e+04 1.12201845e+05 0.00000000e+00
1.99526231e+04 2.81838293e+04 1.12201845e+05 1.58489319e+05 0.00000000e+00
1.99526231e+04 2.81838293e+04 1.58489319e+05 2.23872114e+05 0.00000000e+00
1.99526231e+04 2.81838293e+04 2.23872114e+05 3.16227766e+05 0.00000000e+00
1.99526231e+04 2.81838293e+04 3.16227766e+05 4.46683592e+05 0.00000000e+00
1.99526231e+04 2.81838293e+04 4.46683592e+05 6.30957344e+05 0.00000000e+00
1.99526231e+04 2.81838293e+04 6.30957344e+05 8.91250938e+05 0.00000000e+00
1.99526231e+04 2.81838293e+04 8.91250938e+05 1.25892541e+06 0.00000000e+00
1.99526231e+04 2.81838293e+04 1.25892541e+06 1.77827941e+06 0.00000000e+00
1.99526231e+04 2.81838293e+04 1.77827941e+06 2.51188643e+06 0.00000000e+00
1.99526231e+04 2.81838293e+04 2.51188643e+06 3.54813389e+06 0.00000000e+00
1.99526231e+04 2.81838293e+04 3.54813389e+06 5.01187234e+06 0.00000000e+00
1.99526231e+04 2.81838293e+04 5.01187234e+06 7.07945784e+06 0.00000000e+00
1.99526231e+04 2.81838293e+04 7.07945784e+06 1.00000000e+07 0.00000000e+00
2.81838293e+04 3.98107171e+04 1.00000000e+04 1.41253754e+04 1.11612522e-03
2.81838293e+04 3.98107171e+04 1.41253754e+04 1.99526231e+04 1.02683518e-02
2.81838293e+04 3.98107171e+04 1.99526231e+04 2.81838293e+04 2.96078517e-01
2.81838293e+04 3.98107171e+04 2.81838293e+04 3.98107171e+04 5.90775567e-01
2.81838293e+04 3.98107171e+04 3.98107171e+04 5.62341325e+04 9.74546206e-02
2.81838293e+04 3.98107171e+04 5.62341325e+04 7.94328235e+04 3.86292840e-03
2.81838293e+04 3.98107171e+04 7.94328235e+04 1.12201845e+05 4.43890484e-04
2.81838293e+04 3.98107171e+04 1.12201845e+05 1.58489319e+05 0.00000000e+00
2.81838293e+04 3.98107171e+04 1.58489319e+05 2.23872114e+05 0.00000000e+00
2.81838293e+04 3.98107171e+04 2.23872114e+05 3.16227766e+05 0.00000000e+00
2.81838293e+04 3.98107171e+04 3.16227766e+05 4.46683592e+05 0.00000000e+00
2.81838293e+04 3.98107171e+04 4.46683592e+05 6.30957344e+05 0.00000000e+00
2.81838293e+04 3.98107171e+04 6.30957344e+05 8.91250938e+05 0.00000000e+00
2.81838293e+04 3.98107171e+04 8.91250938e+05 1.25892541e+06 0.00000000e+00
2.81838293e+04 3.98107171e+04 1.25892541e+06 1.77827941e+06 0.00000000e+00
2.81838293e+04 3.98107171e+04 1.77827941e+06 2.51188643e+06 0.00000000e+00
2.81838293e+04 3.98107171e+04 2.51188643e+06 3.54813389e+06 0.00000000e+00
2.81838293e+04 3.98107171e+04 3.54813389e+06 5.01187234e+06 0.00000000e+00
2.81838293e+04 3.98107171e+04 5.01187234e+06 7.07945784e+06 0.00000000e+00
2.81838293e+04 3.98107171e+04 7.07945784e+06 1.00000000e+07 0.00000000e+00
3.98107171e+04 5.62341325e+04 1.00000000e+04 1.41253754e+04 2.18343782e-04
3.98107171e+04 5.62341325e+04 1.41253754e+04 1.99526231e+04 9.70990159e-03
3.98107171e+04 5.62341325e+04 1.99526231e+04 2.81838293e+04 7.85457033e-02
3.98107171e+04 5.62341325e+04 2.81838293e+04 3.98107171e+04 3.35094083e-01
3.98107171e+04 5.62341325e+04 3.98107171e+04 5.62341325e+04 4.53351183e-01
3.98107171e+04 5.62341325e+04 5.62341325e+04 7.94328235e+04 1.19782627e-01
3.98107171e+04 5.62341325e+04 7.94328235e+04 1.12201845e+05 9.17859484e-04
3.98107171e+04 5.62341325e+04 1.12201845e+05 1.58489319e+05 1.61908485e-03
3.98107171e+04 5.62341325e+04 1.58489319e+05 2.23872114e+05 7.61214079e-04
3.98107171e+04 5.62341325e+04 2.23872114e+05 3.16227766e+05 0.00000000e+00
3.98107171e+04 5.62341325e+04 3.16227766e+05 4.46683592e+05 0.00000000e+00
3.98107171e+04 5.62341325e+04 4.46683592e+05 6.30957344e+05 0.00000000e+00
3.98107171e+04 5.62341325e+04 6.30957344e+05 8.91250938e+05 0.00000000e+00
3.98107171e+04 5.62341325e+04 8.91250938e+05 1.25892541e+06 0.00000000e+00
3.98107171e+04 5.62341325e+04 1.25892541e+06 1.77827941e+06 0.00000000e+00
3.98107171e+04 5.62341325e+04 1.77827941e+06 2.51188643e+06 0.00000000e+00
3.98107171e+04 5.62341325e+04 2.51188643e+06 3.54813389e+06 0.00000000e+00
3.98107171e+04 5.62341325e+04 3.54813389e+06 5.01187234e+06 0.00000000e+00
3.98107171e+04 5.62341325e+04 5.01187234e+06 7.07945784e+06 0.00000000e+00
3.98107171e+04 5.62341325e+04 7.07945784e+06 1.00000000e+07 0.00000000e+00
5.62341325e+04 7.94328235e+04 1.00000000e+04 1.41253754e+04 2.32760313e-04
5.62341325e+04 7.94328235e+04 1.41253754e+04 1.99526231e+04 1.34439604e-03
5.62341325e+04 7.94328235e+04 1.99526231e+04 2.81838293e+04 2.51387754e-02
5.62341325e+04 7.94328235e+04 2.81838293e+04 3.98107171e+04 1.43208210e-01
5.62341325e+04 7.94328235e+04 3.98107171e+04 5.62341325e+04 3.31783291e-01
5.62341325e+04 7.94328235e+04 5.62341325e+04 7.94328235e+04 3.99152708e-01
5.62341325e+04 7.94328235e+04 7.94328235e+04 1.12201845e+05 9.65470664e-02
5.62341325e+04 7.94328235e+04 1.12201845e+05 1.58489319e+05 1.21142734e-03
5.62341325e+04 7.94328235e+04 1.58489319e+05 2.23872114e+05 6.35424070e-04
5.62341325e+04 7.94328235e+04 2.23872114e+05 3.16227766e+05 7.45941347e-04
5.62341325e+04 7.94328235e+04 3.16227766e+05 4.46683592e+05 0.00000000e+00
5.62341325e+04 7.94328235e+04 4.46683592e+05 6.30957344e+05 0.00000000e+00
5.62341325e+04 7.94328235e+04 6.30957344e+05 8.91250938e+05 0.00000000e+00
5.62341325e+04 7.94328235e+04 8.91250938e+05 1.25892541e+06 0.00000000e+00
5.62341325e+04 7.94328235e+04 1.25892541e+06 1.77827941e+06 0.00000000e+00
5.62341325e+04 7.94328235e+04 1.77827941e+06 2.51188643e+06 0.00000000e+00
5.62341325e+04 7.94328235e+04 2.51188643e+06 3.54813389e+06 0.00000000e+00
5.62341325e+04 7.94328235e+04 3.54813389e+06 5.01187234e+06 0.00000000e+00
5.62341325e+04 7.94328235e+04 5.01187234e+06 7.07945784e+06 0.00000000e+00
5.62341325e+04 7.94328235e+04 7.07945784e+06 1.00000000e+07 0.00000000e+00
7.94328235e+04 1.12201845e+05 1.00000000e+04 1.41253754e+04 0.00000000e+00
7.94328235e+04 1.12201845e+05 1.41253754e+04 1.99526231e+04 5.15089457e-04
7.94328235e+04 1.12201845e+05 1.99526231e+04 2.81838293e+04 7.73310983e-03
7.94328235e+04 1.12201845e+05 2.81838293e+04 3.98107171e+04 5.13178582e-02
7.94328235e+04 1.12201845e+05 3.98107171e+04 5.62341325e+04 1.57933916e-01
7.94328235e+04 1.12201845e+05 5.62341325e+04 7.94328235e+04 3.46130793e-01
7.94328235e+04 1.12201845e+05 7.94328235e+04 1.12201845e+05 3.60984856e-01
7.94328235e+04 1.12201845e+05 1.12201845e+05 1.58489319e+05 7.34155263e-02
7.94328235e+04 1.12201845e+05 1.58489319e+05 2.23872114e+05 1.73792035e-03
7.94328235e+04 1.12201845e+05 2.23872114e+05 3.16227766e+05 1.73680530e-04
7.94328235e+04 1.12201845e+05 3.16227766e+05 4.46683592e+05 2.03982542e-05
7.94328235e+04 1.12201845e+05 4.46683592e+05 6.30957344e+05 3.68525238e-05
7.94328235e+04 1.12201845e+05 6.30957344e+05 8.91250938e+05 0.00000000e+00
7.94328235e+04 1.12201845e+05 8.91250938e+05 1.25892541e+06 0.00000000e+00
7.94328235e+04 1.12201845e+05 1.25892541e+06 1.77827941e+06 0.00000000e+00
7.94328235e+04 1.12201845e+05 1.77827941e+06 2.51188643e+06 0.00000000e+00
7.94328235e+04 1.12201845e+05 2.51188643e+06 3.54813389e+06 0.00000000e+00
7.94328235e+04 1.12201845e+05 3.54813389e+06 5.01187234e+06 0.00000000e+00
7.94328235e+04 1.12201845e+05 5.01187234e+06 7.07945784e+06 0.00000000e+00
7.94328235e+04 1.12201845e+05 7.07945784e+06 1.00000000e+07 0.00000000e+00
1.12201845e+05 1.58489319e+05 1.00000000e+04 1.41253754e+04 3.55579413e-04
1.12201845e+05 1.58489319e+05 1.41253754e+04 1.99526231e+04 9.35368954e-04
1.12201845e+05 1.58489319e+05 1.99526231e+04 2.81838293e+04 4.19719004e-03
1.12201845e+05 1.58489319e+05 2.81838293e+04 3.98107171e+04 2.16141730e-02
1.12201845e+05 1.58489319e+05 3.98107171e+04 5.62341325e+04 8.65058977e-02
1.12201845e+05 1.58489319e+05 5.62341325e+04 7.94328235e+04 2.13143699e-01
1.12201845e+05 1.58489319e+05 7.94328235e+04 1.12201845e+05 3.24933127e-01
1.12201845e+05 1.58489319e+05 1.12201845e+05 1.58489319e+05 2.90533211e-01
1.12201845e+05 1.58489319e+05 1.58489319e+05 2.23872114e+05 5.45390993e-02
1.12201845e+05 1.58489319e+05 2.23872114e+05 3.16227766e+05 2.69066129e-03
1.12201845e+05 1.58489319e+05 3.16227766e+05 4.46683592e+05 3.75784454e-04
1.12201845e+05 1.58489319e+05 4.46683592e+05 6.30957344e+05 1.76208739e-04
1.12201845e+05 1.58489319e+05 6.30957344e+05 8.91250938e+05 0.00000000e+00
1.12201845e+05 1.58489319e+05 8.91250938e+05 1.25892541e+06 0.00000000e+00
1.12201845e+05 1.58489319e+05 1.25892541e+06 1.77827941e+06 0.00000000e+00
1.12201845e+05 1.58489319e+05 1.77827941e+06 2.51188643e+06 0.00000000e+00
1.12201845e+05 1.58489319e+05 2.51188643e+06 3.54813389e+06 0.00000000e+00
1.12201845e+05 1.58489319e+05 3.54813389e+06 5.01187234e+06 0.00000000e+00
1.12201845e+05 1.58489319e+05 5.01187234e+06 7.07945784e+06 0.00000000e+00
1.12201845e+05 1.58489319e+05 7.07945784e+06 1.00000000e+07 0.00000000e+00
1.58489319e+05 2.23872114e+05 1.00000000e+04 1.41253754e+04 2.02181578e-04
1.58489319e+05 2.23872114e+05 1.41253754e+04 1.99526231e+04 4.74773591e-04
1.58489319e+05 2.23872114e+05 1.99526231e+04 2.81838293e+04 2.23820643e-03
1.58489319e+05 2.23872114e+05 2.81838293e+04 3.98107171e+04 1.42888215e-02
1.58489319e+05 2.23872114e+05 3.98107171e+04 5.62341325e+04 4.79140919e-02
1.58489319e+05 2.23872114e+05 5.62341325e+04 7.94328235e+04 1.42523362e-01
1.58489319e+05 2.23872114e+05 7.94328235e+04 1.12201845e+05 2.36616751e-01
1.58489319e+05 2.23872114e+05 1.12201845e+05 1.58489319e+05 2.97991449e-01
1.58489319e+05 2.23872114e+05 1.58489319e+05 2.23872114e+05 2.10171574e-01
1.58489319e+05 2.23872114e+05 2.23872114e+05 3.16227766e+05 4.52922613e-02
1.58489319e+05 2.23872114e+05 3.16227766e+05 4.46683592e+05 1.55486060e-03
1.58489319e+05 2.23872114e+05 4.46683592e+05 6.30957344e+05 6.45112972e-04
1.58489319e+05 2.23872114e+05 6.30957344e+05 8.91250938e+05 4.86887804e-05
1.58489319e+05 2.23872114e+05 8.91250938e+05 1.25892541e+06 3.78657089e-05
1.58489319e+05 2.23872114e+05 1.25892541e+06 1.77827941e+06 0.00000000e+00
1.58489319e+05 2.23872114e+05 1.77827941e+06 2.51188643e+06 0.00000000e+00
1.58489319e+05 2.23872114e+05 2.51188643e+06 3.54813389e+06 0.00000000e+00
1.58489319e+05 2.23872114e+05 3.54813389e+06 5.01187234e+06 0.00000000e+00
1.58489319e+05 2.23872114e+05 5.01187234e+06 7.07945784e+06 0.00000000e+00
1.58489319e+05 2.23872114e+05 7.07945784e+06 1.00000000e+07 0.00000000e+00
2.23872114e+05 3.16227766e+05 1.00000000e+04 1.41253754e+04 7.32127031e-05
2.23872114e+05 3.16227766e+05 1.41253754e+04 1.99526231e+04 4.50104313e-04
2.23872114e+05 3.16227766e+05 1.99526231e+04 2.81838293e+04 1.68459851e-03
2.23872114e+05 3.16227766e+05 2.81838293e+04 3.98107171e+04 6.94510329e-03
2.23872114e+05 3.16227766e+05 3.98107171e+04 5.62341325e+04 3.32511182e-02
2.23872114e+05 3.16227766e+05 5.62341325e+04 7.94328235e+04 8.86709169e-02
2.23872114e+05 3.16227766e+05 7.94328235e+04 1.12201845e+05 1.70112472e-01
2.23872114e+05 3.16227766e+05 1.12201845e+05 1.58489319e+05 2.41662407e-01
2.23872114e+05 3.16227766e+05 1.58489319e+05 2.23872114e+05 2.45611638e-01
2.23872114e+05 3.16227766e+05 2.23872114e+05 3.16227766e+05 1.74036760e-01
2.23872114e+05 3.16227766e+05 3.16227766e+05 4.46683592e+05 3.45680416e-02
2.23872114e+05 3.16227766e+05 4.46683592e+05 6.30957344e+05 2.27298870e-03
2.23872114e+05 3.16227766e+05 6.30957344e+05 8.91250938e+05 5.76893410e-04
2.23872114e+05 3.16227766e+05 8.91250938e+05 1.25892541e+06 4.17013108e-05
2.23872114e+05 3.16227766e+05 1.25892541e+06 1.77827941e+06 4.20441050e-05
2.23872114e+05 3.16227766e+05 1.77827941e+06 2.51188643e+06 0.00000000e+00
2.23872114e+05 3.16227766e+05 2.51188643e+06 3.54813389e+06 0.00000000e+00
2.23872114e+05 3.16227766e+05 3.54813389e+06 5.01187234e+06 0.00000000e+00
2.23872114e+05 3.16227766e+05 5.01187234e+06 7.07945784e+06 0.00000000e+00
2.23872114e+05 3.16227766e+05 7.07945784e+06 1.00000000e+07 0.00000000e+00
3.16227766e+05 4.46683592e+05 1.00000000e+04 1.41253754e+04 4.05002742e-04
3.16227766e+05 4.46683592e+05 1.41253754e+04 1.99526231e+04 2.58500023e-04
3.16227766e+05 4.46683592e+05 1.99526231e+04 2.81838293e+04 1.39908940e-03
3.16227766e+05 4.46683592e+05 2.81838293e+04 3.98107171e+04 5.22141834e-03
3.16227766e+05 4.46683592e+05 3.98107171e+04 5.62341325e+04 2.09661731e-02
3.16227766e+05 4.46683592e+05 5.62341325e+04 7.94328235e+04 6.54689604e-02
3.16227766e+05 4.46683592e+05 7.94328235e+04 1.12201845e+05 1.30880238e-01
3.16227766e+05 4.46683592e+05 1.12201845e+05 1.58489319e+05 1.84556971e-01
3.16227766e+05 4.46683592e+05 1.58489319e+05 2.23872114e+05 1.92927636e-01
3.16227766e+05 4.46683592e+05 2.23872114e+05 3.16227766e+05 2.11514228e-01
3.16227766e+05 4.46683592e+05 3.16227766e+05 4.46683592e+05 1.52447939e-01
3.16227766e+05 4.46683592e+05 4.46683592e+05 6.30957344e+05 3.12014919e-02
3.16227766e+05 4.46683592e+05 6.30957344e+05 8.91250938e+05 1.87899878e-03
3.16227766e+05 4.46683592e+05 8.91250938e+05 1.25892541e+06 6.91702892e-04
3.16227766e+05 4.46683592e+05 1.25892541e+06 1.77827941e+06 1.42000748e-04
3.16227766e+05 4.46683592e+05 1.77827941e+06 2.51188643e+06 3.96493266e-05
3.16227766e+05 4.46683592e+05 2.51188643e+06 3.54813389e+06 0.00000000e+00
3.16227766e+05 4.46683592e+05 3.54813389e+06 5.01187234e+06 0.00000000e+00
3.16227766e+05 4.46683592e+05 5.01187234e+06 7.07945784e+06 0.00000000e+00
3.16227766e+05 4.46683592e+05 7.07945784e+06 1.00000000e+07 0.00000000e+00
4.46683592e+05 6.30957344e+05 1.00000000e+04 1.41253754e+04 1.79776057e-04
4.46683592e+05 6.30957344e+05 1.41253754e+04 1.99526231e+04 4.25529507e-04
4.46683592e+05 6.30957344e+05 1.99526231e+04 2.81838293e+04 1.93102590e-03
4.46683592e+05 6.30957344e+05 2.81838293e+04 3.98107171e+04 3.14990937e-03
4.46683592e+05 6.30957344e+05 3.98107171e+04 5.62341325e+04 1.27151602e-02
4.46683592e+05 6.30957344e+05 5.62341325e+04 7.94328235e+04 4.75698951e-02
4.46683592e+05 6.30957344e+05 7.94328235e+04 1.12201845e+05 9.02527099e-02
4.46683592e+05 6.30957344e+05 1.12201845e+05 1.58489319e+05 1.40037598e-01
4.46683592e+05 6.30957344e+05 1.58489319e+05 2.23872114e+05 1.74320658e-01
4.46683592e+05 6.30957344e+05 2.23872114e+05 3.16227766e+05 1.78633814e-01
4.46683592e+05 6.30957344e+05 3.16227766e+05 4.46683592e+05 1.84331333e-01
4.46683592e+05 6.30957344e+05 4.46683592e+05 6.30957344e+05 1.34484104e-01
4.46683592e+05 6.30957344e+05 6.30957344e+05 8.91250938e+05 2.88211977e-02
4.46683592e+05 6.30957344e+05 8.91250938e+05 1.25892541e+06 2.02018603e-03
4.46683592e+05 6.30957344e+05 1.25892541e+06 1.77827941e+06 8.83513288e-04
4.46683592e+05 6.30957344e+05 1.77827941e+06 2.51188643e+06 2.23203837e-04
4.46683592e+05 6.30957344e+05 2.51188643e+06 3.54813389e+06 2.03870799e-05
4.46683592e+05 6.30957344e+05 3.54813389e+06 5.01187234e+06 0.00000000e+00
4.46683592e+05 6.30957344e+05 5.01187234e+06 7.07945784e+06 0.00000000e+00
4.46683592e+05 6.30957344e+05 7.07945784e+06 1.00000000e+07 0.00000000e+00
6.30957344e+05 8.91250938e+05 1.00000000e+04 1.41253754e+04 5.21897143e-05
6.30957344e+05 8.91250938e+05 1.41253754e+04 1.99526231e+04 1.81696893e-04
6.30957344e+05 8.91250938e+05 1.99526231e+04 2.81838293e+04 5.05157368e-04
6.30957344e+05 8.91250938e+05 2.81838293e+04 3.98107171e+04 1.85075892e-03
6.30957344e+05 8.91250938e+05 3.98107171e+04 5.62341325e+04 6.14787940e-03
6.30957344e+05 8.91250938e+05 5.62341325e+04 7.94328235e+04 2.74404776e-02
6.30957344e+05 8.91250938e+05 7.94328235e+04 1.12201845e+05 6.43174562e-02
6.30957344e+05 8.91250938e+05 1.12201845e+05 1.58489319e+05 1.02839273e-01
6.30957344e+05 8.91250938e+05 1.58489319e+05 2.23872114e+05 1.43032593e-01
6.30957344e+05 8.91250938e+05 2.23872114e+05 3.16227766e+05 1.47081340e-01
6.30957344e+05 8.91250938e+05 3.16227766e+05 4.46683592e+05 1.76027726e-01
6.30957344e+05 8.91250938e+05 4.46683592e+05 6.30957344e+05 1.72829260e-01
6.30957344e+05 8.91250938e+05 6.30957344e+05 8.91250938e+05 1.23657497e-01
6.30957344e+05 8.91250938e+05 8.91250938e+05 1.25892541e+06 3.09818472e-02
6.30957344e+05 8.91250938e+05 1.25892541e+06 1.77827941e+06 2.31518451e-03
6.30957344e+05 8.91250938e+05 1.77827941e+06 2.51188643e+06 5.25064094e-04
6.30957344e+05 8.91250938e+05 2.51188643e+06 3.54813389e+06 6.37281864e-05
6.30957344e+05 8.91250938e+05 3.54813389e+06 5.01187234e+06 1.50871268e-04
6.30957344e+05 8.91250938e+05 5.01187234e+06 7.07945784e+06 0.00000000e+00
6.30957344e+05 8.91250938e+05 7.07945784e+06 1.00000000e+07 0.00000000e+00
8.91250938e+05 1.25892541e+06 1.00000000e+04 1.41253754e+04 1.26571290e-04
8.91250938e+05 1.25892541e+06 1.41253754e+04 1.99526231e+04 1.40567869e-04
8.91250938e+05 1.25892541e+06 1.99526231e+04 2.81838293e+04 1.37261686e-03
8.91250938e+05 1.25892541e+06 2.81838293e+04 3.98107171e+04 1.99117517e-03
8.91250938e+05 1.25892541e+06 3.98107171e+04 5.62341325e+04 6.21693743e-03
8.91250938e+05 1.25892541e+06 5.62341325e+04 7.94328235e+04 1.54204855e-02
8.91250938e+05 1.25892541e+06 7.94328235e+04 1.12201845e+05 4.62253842e-02
8.91250938e+05 1.25892541e+06 1.12201845e+05 1.58489319e+05 7.29685433e-02
8.91250938e+05 1.25892541e+06 1.58489319e+05 2.23872114e+05 1.11520865e-01
8.91250938e+05 1.25892541e+06 2.23872114e+05 3.16227766e+05 1.38150284e-01
8.91250938e+05 1.25892541e+06 3.16227766e+05 4.46683592e+05 1.48275554e-01
8.91250938e+05 1.25892541e+06 4.46683592e+05 6.30957344e+05 1.55831327e-01
8.91250938e+05 1.25892541e+06 6.30957344e+05 8.91250938e+05 1.65117002e-01
8.91250938e+05 1.25892541e+06 8.91250938e+05 1.25892541e+06 1.10856356e-01
8.91250938e+05 1.25892541e+06 1.25892541e+06 1.77827941e+06 2.32527088e-02
8.91250938e+05 1.25892541e+06 1.77827941e+06 2.51188643e+06 2.06456957e-03
8.91250938e+05 1.25892541e+06 2.51188643e+06 3.54813389e+06 4.10349684e-04
8.91250938e+05 1.25892541e+06 3.54813389e+06 5.01187234e+06 5.87015783e-05
8.91250938e+05 1.25892541e+06 5.01187234e+06 7.07945784e+06 0.00000000e+00
8.91250938e+05 1.25892541e+06 7.07945784e+06 1.00000000e+07 0.00000000e+00
1.25892541e+06 1.77827941e+06 1.00000000e+04 1.41253754e+04 9.22589529e-05
1.25892541e+06 1.77827941e+06 1.41253754e+04 1.99526231e+04 3.48088970e-04
1.25892541e+06 1.77827941e+06 1.99526231e+04 2.81838293e+04 4.31560725e-04
1.25892541e+06 1.77827941e+06 2.81838293e+04 3.98107171e+04 9.47826147e-04
1.25892541e+06 1.77827941e+06 3.98107171e+04 5.62341325e+04 4.18877241e-03
1.25892541e+06 1.77827941e+06 5.62341325e+04 7.94328235e+04 1.38273781e-02
1.25892541e+06 1.77827941e+06 7.94328235e+04 1.12201845e+05 2.82521336e-02
1.25892541e+06 1.77827941e+06 1.12201845e+05 1.58489319e+05 5.22415060e-02
1.25892541e+06 1.77827941e+06 1.58489319e+05 2.23872114e+05 7.94815668e-02
1.25892541e+06 1.77827941e+06 2.23872114e+05 3.16227766e+05 1.05567741e-01
1.25892541e+06 1.77827941e+06 3.16227766e+05 4.46683592e+05 1.35501265e-01
1.25892541e+06 1.77827941e+06 4.46683592e+05 6.30957344e+05 1.43238022e-01
1.25892541e+06 1.77827941e+06 6.30957344e+05 8.91250938e+05 1.44936747e-01
1.25892541e+06 1.77827941e+06 8.91250938e+05 1.25892541e+06 1.56660025e-01
1.25892541e+06 1.77827941e+06 1.25892541e+06 1.77827941e+06 1.06596254e-01
1.25892541e+06 1.77827941e+06 1.77827941e+06 2.51188643e+06 2.46543452e-02
1.25892541e+06 1.77827941e+06 2.51188643e+06 3.54813389e+06 2.32906860e-03
1.25892541e+06 1.77827941e+06 3.54813389e+06 5.01187234e+06 3.54078355e-04
1.25892541e+06 1.77827941e+06 5.01187234e+06 7.07945784e+06 3.21711225e-04
1.25892541e+06 1.77827941e+06 7.07945784e+06 1.00000000e+07 2.96511131e-05
1.77827941e+06 2.51188643e+06 1.00000000e+04 1.41253754e+04 0.00000000e+00
1.77827941e+06 2.51188643e+06 1.41253754e+04 1.99526231e+04 1.06872151e-06
1.77827941e+06 2.51188643e+06 1.99526231e+04 2.81838293e+04 1.29621181e-04
1.77827941e+06 2.51188643e+06 2.81838293e+04 3.98107171e+04 7.97310545e-04
1.77827941e+06 2.51188643e+06 3.98107171e+04 5.62341325e+04 3.70583287e-03
1.77827941e+06 2.51188643e+06 5.62341325e+04 7.94328235e+04 1.08817522e-02
1.77827941e+06 2.51188643e+06 7.94328235e+04 1.12201845e+05 2.47170755e-02
1.77827941e+06 2.51188643e+06 1.12201845e+05 1.58489319e+05 3.58066419e-02
1.77827941e+06 2.51188643e+06 1.58489319e+05 2.23872114e+05 5.68577550e-02
